ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0786703547,Interception,Graham Watkins,1997,Carroll &amp; Graf Publishers,http://images.amazon.com/images/P/0786703547.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786703547.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786703547.01.LZZZZZZZ.jpg
0309087295,"We're Friends, Right?: Inside Kids' Cultures",William A. Corsaro,2003,Joseph Henry Press,http://images.amazon.com/images/P/0309087295.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0309087295.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0309087295.01.LZZZZZZZ.jpg
0425118754,"Back to the Future, Part 2: A Novel",Craig Shaw Gardner,1989,Berkley Publishing Group,http://images.amazon.com/images/P/0425118754.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425118754.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425118754.01.LZZZZZZZ.jpg
0671456180,MOTE IN GODS EYE,Kelli M. Gary,1982,Pocket,http://images.amazon.com/images/P/0671456180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671456180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671456180.01.LZZZZZZZ.jpg
1840185732,On the Edge of a Lifetime,Frank McGillion,2002,"Mainstream Publishing Company, Ltd.",http://images.amazon.com/images/P/1840185732.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1840185732.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1840185732.01.LZZZZZZZ.jpg
3499614626,Madonna. Die Biographie.,J. Randy Taraborelli,2002,Rowohlt Tb.,http://images.amazon.com/images/P/3499614626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3499614626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3499614626.01.LZZZZZZZ.jpg
0573064636,Jack and the Beanstalk,John Morley,1981,Samuel French,http://images.amazon.com/images/P/0573064636.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0573064636.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0573064636.01.LZZZZZZZ.jpg
1857995252,The Holocaust (Phoenix 60p Paperbacks),Paul Johnson,1995,Orion Publishing Co,http://images.amazon.com/images/P/1857995252.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1857995252.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1857995252.01.LZZZZZZZ.jpg
0413497607,"Moliere: Five Plays: \The Misanthrope\"", \""Tartuffe\"", \""The School for Wives\"", \""The Miser\"", \""The Hypochondriac\"" (Methuen World Classics)""",Moliere,1982,Methuen Publishing Ltd,http://images.amazon.com/images/P/0413497607.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0413497607.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0413497607.01.LZZZZZZZ.jpg
0140443533,Notre-Dame of Paris (The Hunchback of Notre Dame),Victor Hugo,1978,Penguin Books,http://images.amazon.com/images/P/0140443533.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140443533.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140443533.01.LZZZZZZZ.jpg
0140375171,"Search for the Golden Acorn (Puffin Jokes, Games, Puzzles)",Michael Johnstone,1995,Puffin Books,http://images.amazon.com/images/P/0140375171.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140375171.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140375171.01.LZZZZZZZ.jpg
0893755001,Little Princess,Frances Hodgson Burnett,1981,Troll Communications,http://images.amazon.com/images/P/0893755001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0893755001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0893755001.01.LZZZZZZZ.jpg
0330237411,Gypsy folk tales (A Piccolo original),Amabel Williams-Ellis,1973,Pan Books,http://images.amazon.com/images/P/0330237411.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330237411.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330237411.01.LZZZZZZZ.jpg
0893754110,Connecticut Yankee In King Arthurs Court (Watermill Classic),Mark Twain,1996,Troll,http://images.amazon.com/images/P/0893754110.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0893754110.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0893754110.01.LZZZZZZZ.jpg
0762407808,Lighthouses,Heather Henson,2000,Running Press Book Publishers,http://images.amazon.com/images/P/0762407808.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0762407808.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0762407808.01.LZZZZZZZ.jpg
0770105661,Three Amigos,Leonore Fleischer,1986,Paperjacks,http://images.amazon.com/images/P/0770105661.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0770105661.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0770105661.01.LZZZZZZZ.jpg
0749307536,The Pickwick Papers,Charles Dickens,1991,Heinemann (Tx),http://images.amazon.com/images/P/0749307536.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0749307536.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0749307536.01.LZZZZZZZ.jpg
0671864238,NIGHT &amp; DAY : A Novel,John Leslie,1996,Pocket,http://images.amazon.com/images/P/0671864238.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671864238.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671864238.01.LZZZZZZZ.jpg
0684821214,Ramses 3: The Battle of Kadesh (Ramses),Christian Jacq,1998,Simon &amp; Schuster (Trade Division),http://images.amazon.com/images/P/0684821214.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684821214.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684821214.01.LZZZZZZZ.jpg
055327631X,"Leaving Home (Sweet Valley High, No 38)",Francine Pascal,1988,Sweet Valley,http://images.amazon.com/images/P/055327631X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055327631X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055327631X.01.LZZZZZZZ.jpg
0517257068,Our Mutual Friend,Charles Dickens,1978,Random House Value Pub,http://images.amazon.com/images/P/0517257068.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517257068.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517257068.01.LZZZZZZZ.jpg
0553298569,"Beware the Baby-Sitter (Sweet Valley High, No 99)",Kate William,1993,Sweet Valley,http://images.amazon.com/images/P/0553298569.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553298569.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553298569.01.LZZZZZZZ.jpg
0553277413,Dangerous Love (Sweet Valley High (Numbered Paperback)),Francine Pascal,1984,Sweet Valley,http://images.amazon.com/images/P/0553277413.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553277413.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553277413.01.LZZZZZZZ.jpg
0553285181,"Trouble at Home (Sweet Valley High, No 65)",Kate William,1990,Sweet Valley,http://images.amazon.com/images/P/0553285181.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553285181.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553285181.01.LZZZZZZZ.jpg
0553273590,"Troublemaker (Sweet Valley High, No 47)",Francine Pascal,1988,Sweet Valley,http://images.amazon.com/images/P/0553273590.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553273590.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553273590.01.LZZZZZZZ.jpg
0451621344,The Decameron,Giovanni Boccaccio,1982,New Amer Library (Mm),http://images.amazon.com/images/P/0451621344.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451621344.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451621344.01.LZZZZZZZ.jpg
0553276697,Playing With Fire (Sweet Valley High (Numbered Paperback)),Francine Pascal,1984,Sweet Valley,http://images.amazon.com/images/P/0553276697.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553276697.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553276697.01.LZZZZZZZ.jpg
0553249940,Sweet Valley High #21: Runaway (Sweet Valley High (Numbered Paperback)),Francine Pascal,1985,Bantam Books,http://images.amazon.com/images/P/0553249940.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553249940.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553249940.01.LZZZZZZZ.jpg
0553274937,"Power Play (Sweet Valley High Series, No 4)",Francine Pascal,1985,Sweet Valley,http://images.amazon.com/images/P/0553274937.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553274937.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553274937.01.LZZZZZZZ.jpg
055327578X,"Secrets (Sweet Valley High, No 2)",Francine Pascal,1984,Sweet Valley,http://images.amazon.com/images/P/055327578X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055327578X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055327578X.01.LZZZZZZZ.jpg
0553298534,The Arrest (Sweet Valley High (Numbered Paperback)),Francine Pascal,1993,Sweet Valley,http://images.amazon.com/images/P/0553298534.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553298534.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553298534.01.LZZZZZZZ.jpg
0684811634,Learn to Earn : A Beginner's Guide to the Basics of Investing and Business,Peter Lynch,1996,Simon &amp; Schuster,http://images.amazon.com/images/P/0684811634.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684811634.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684811634.01.LZZZZZZZ.jpg
0590306731,Searching for David's Heart: A Christmas Story,Cherie Bennett,1998,Scholastic,http://images.amazon.com/images/P/0590306731.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590306731.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590306731.01.LZZZZZZZ.jpg
0375704639,Trumpet,Jackie Kay,2000,Vintage Books USA,http://images.amazon.com/images/P/0375704639.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375704639.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375704639.01.LZZZZZZZ.jpg
021316874X,Great legal disasters,Stephen Tumim,1983,A. Barker,http://images.amazon.com/images/P/021316874X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/021316874X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/021316874X.01.LZZZZZZZ.jpg
0060205342,Weetzie Bat (Charlotte Zolotow Book),Francesca Lia Block,1999,Joanna Cotler,http://images.amazon.com/images/P/0060205342.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060205342.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060205342.01.LZZZZZZZ.jpg
0224044044,The Giant's House,Elizabeth McCracken,1996,Jonathan Cape,http://images.amazon.com/images/P/0224044044.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0224044044.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0224044044.01.LZZZZZZZ.jpg
1566561841,The Independent Walker's Guide to France: 35 Extraordinary Walks in 16 of France's Finest Regions (The Independent Walker Series),Frank Booth,1998,Interlink Publishing Group,http://images.amazon.com/images/P/1566561841.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1566561841.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1566561841.01.LZZZZZZZ.jpg
0753503670,"The Virgin Book of Film Records: The Complete Compendium of Movie Facts, Figures and Feats",Phil Swern,1999,Virgin Books,http://images.amazon.com/images/P/0753503670.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0753503670.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0753503670.01.LZZZZZZZ.jpg
0753502313,The Virgin Encyclopedia of Indie &amp; New Wave (Virgin Encyclopedias of Popular Music Series),Colin Larkin,1998,Virgin Publishing,http://images.amazon.com/images/P/0753502313.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0753502313.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0753502313.01.LZZZZZZZ.jpg
1557044783,Traffic: The Shooting Script (Newmarket Shooting Script Series),Stephen Gaghan,2001,Newmarket Press,http://images.amazon.com/images/P/1557044783.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1557044783.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1557044783.01.LZZZZZZZ.jpg
0440409071,"Dear Napoleon, I Know You're Dead, But...",Elvira Woodruff,1994,Yearling Books,http://images.amazon.com/images/P/0440409071.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440409071.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440409071.01.LZZZZZZZ.jpg
207042670X,Leurs yeux se rencontrÃ?Â¨rentÃ?Â?: Les plus belles premiÃ?Â¨res rencontres de la littÃ?Â©rature,Collectif,2003,Gallimard,http://images.amazon.com/images/P/207042670X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/207042670X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/207042670X.01.LZZZZZZZ.jpg
014062192X,Washington Square (Penguin Popular Classics),Henry James,1995,Penguin Books Ltd,http://images.amazon.com/images/P/014062192X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014062192X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014062192X.01.LZZZZZZZ.jpg
0373169140,"THE PLAYBOY'S OFFICE ROMANCE (BILLION-DOLLAR BRADDOCKS) (Harlequin American Romance, No. 914)",Karen Toller Whittenburg,2002,Harlequin,http://images.amazon.com/images/P/0373169140.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373169140.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373169140.01.LZZZZZZZ.jpg
0396091903,The Girl on the Beach: A Novel of Suspense,Velda Johnston,1987,Bookthrift Co,http://images.amazon.com/images/P/0396091903.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0396091903.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0396091903.01.LZZZZZZZ.jpg
0505524694,Out of the Blue,Katherine Deauxville,2002,Dorchester Publishing Company,http://images.amazon.com/images/P/0505524694.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0505524694.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0505524694.01.LZZZZZZZ.jpg
0679759255,When She Was Good,Philip Roth,1995,Vintage,http://images.amazon.com/images/P/0679759255.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679759255.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679759255.01.LZZZZZZZ.jpg
0765308762,Eclipse : A Novel of Lewis and Clark,Richard S. Wheeler,2003,Forge Books,http://images.amazon.com/images/P/0765308762.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0765308762.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0765308762.01.LZZZZZZZ.jpg
0552140538,Erotique Noire: Black Erotica: A Celebration of Black Sensuality,Miriam Decosta-Willis,1994,Transworld Publishers Ltd,http://images.amazon.com/images/P/0552140538.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0552140538.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0552140538.01.LZZZZZZZ.jpg
0385239599,Outlaw Valley,Thomas Thompson,1987,Doubleday Books,http://images.amazon.com/images/P/0385239599.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385239599.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385239599.01.LZZZZZZZ.jpg
0396083110,Rogue Mustang (Silver star western),Max Brand,1984,Putnam Pub Group,http://images.amazon.com/images/P/0396083110.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0396083110.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0396083110.01.LZZZZZZZ.jpg
0811821927,The Hypochondriac's Handbook,Wendy Marston,1998,Chronicle Books,http://images.amazon.com/images/P/0811821927.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811821927.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811821927.01.LZZZZZZZ.jpg
0375400788,Exploring Lewis and Clark: Reflections on Men and Wilderness (Lewis &amp; Clark Expedition),Thomas P. Slaughter,2003,Alfred A. Knopf,http://images.amazon.com/images/P/0375400788.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375400788.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375400788.01.LZZZZZZZ.jpg
0385189966,Rainsong,Phyllis A. Whitney,1984,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385189966.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385189966.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385189966.01.LZZZZZZZ.jpg
1878448587,Summer of Rescue: A Novel,Barbara Nelson,1994,MacAdam/Cage Publishing,http://images.amazon.com/images/P/1878448587.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1878448587.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1878448587.01.LZZZZZZZ.jpg
0312855281,Earth Winter,Richard Moran,1995,St Martins Pr,http://images.amazon.com/images/P/0312855281.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312855281.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312855281.01.LZZZZZZZ.jpg
0449007405,On the Road With Charles Kuralt,Charles Kuralt,1995,Fawcett Books,http://images.amazon.com/images/P/0449007405.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449007405.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449007405.01.LZZZZZZZ.jpg
3453180895,Drachenfeuer.,Wolfgang Hohlbein,2001,Heyne,http://images.amazon.com/images/P/3453180895.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453180895.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453180895.01.LZZZZZZZ.jpg
0312021976,Dual Enigma,Michael Underwood,1988,St Martins Pr,http://images.amazon.com/images/P/0312021976.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312021976.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312021976.01.LZZZZZZZ.jpg
051753925X,The Spiderweb,Joseph E. Persico,1979,Random House Value Pub,http://images.amazon.com/images/P/051753925X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051753925X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051753925X.01.LZZZZZZZ.jpg
0312356625,Halfhyde and the Chain Gangs,Philip McCutchan,1986,Bookthrift Co,http://images.amazon.com/images/P/0312356625.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312356625.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312356625.01.LZZZZZZZ.jpg
0449218546,Silent Thunder,Loren D. Estleman,1990,Fawcett Books,http://images.amazon.com/images/P/0449218546.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449218546.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449218546.01.LZZZZZZZ.jpg
0395928990,Creating America: A History of the United States,Jesus Garcia,2000,Houghton Mifflin College Div,http://images.amazon.com/images/P/0395928990.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395928990.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395928990.01.LZZZZZZZ.jpg
0380019728,Death sails the bay,John R Feegel,1978,Avon,http://images.amazon.com/images/P/0380019728.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380019728.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380019728.01.LZZZZZZZ.jpg
0812380428,Literature and Language: Level 7,Arthur Applebee,1994,Houghton Mifflin College Div,http://images.amazon.com/images/P/0812380428.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812380428.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812380428.01.LZZZZZZZ.jpg
0312277571,"Turn the Stars Upside Down : The Last Days and Tragic Death of Crazy Horse (The Plainsmen Series, Bk. 16)",Terry C. Johnston,2001,St. Martin's Press,http://images.amazon.com/images/P/0312277571.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312277571.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312277571.01.LZZZZZZZ.jpg
0445405848,Another Part of the City,Ed McBain,1987,Warner Books,http://images.amazon.com/images/P/0445405848.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0445405848.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0445405848.01.LZZZZZZZ.jpg
0439219620,Scholastic Book of World Records (Scholastic Book of World Records),Jenifer Corr Morse,2000,Scholastic Reference,http://images.amazon.com/images/P/0439219620.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439219620.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439219620.01.LZZZZZZZ.jpg
0385501536,Aiding and Abetting,Muriel Spark,2001,Doubleday Books,http://images.amazon.com/images/P/0385501536.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385501536.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385501536.01.LZZZZZZZ.jpg
0440415748,Mystery Men: Based on the Dark Horse Comic Created by Bob Burden,Lara Rice Bergen,1999,Yearling Books,http://images.amazon.com/images/P/0440415748.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440415748.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440415748.01.LZZZZZZZ.jpg
0806975695,Spine-Tingling Magic Tricks,David Knoles,2001,Sterling,http://images.amazon.com/images/P/0806975695.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0806975695.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0806975695.01.LZZZZZZZ.jpg
0891347364,Basic Colored Pencil Techniques,Bet Borgeson,1997,North Light Books,http://images.amazon.com/images/P/0891347364.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0891347364.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0891347364.01.LZZZZZZZ.jpg
0028277775,Life Science,Lucy Daniel,1999,Glencoe/McGraw-Hill,http://images.amazon.com/images/P/0028277775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0028277775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0028277775.01.LZZZZZZZ.jpg
0891344187,The Complete Colored Pencil Book,Bernard Poulin,1992,North Light Books,http://images.amazon.com/images/P/0891344187.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0891344187.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0891344187.01.LZZZZZZZ.jpg
0671500139,MARK KISTLER'S IMAGINATION STATION : LEARN HOW TO DRAW IN 3-D WITH PUBLIC TELEVISION'S FAVORITE DRAWING TEACHER,Mark Kistler,1994,Fireside,http://images.amazon.com/images/P/0671500139.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671500139.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671500139.01.LZZZZZZZ.jpg
0030512379,Ven Conmige! Adelante: Holt Spanish Level 1 A,Holt Rinehart &amp; Winston,1999,Smithmark Publishers,http://images.amazon.com/images/P/0030512379.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0030512379.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0030512379.01.LZZZZZZZ.jpg
067101692X,GOOD BURGER MOVIE TIE IN (Nickelodeon),Joseph Locke,1997,Aladdin,http://images.amazon.com/images/P/067101692X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067101692X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067101692X.01.LZZZZZZZ.jpg
0849956102,Intimacy With The Almighty,Charles Swindoll,2000,J Countryman Books,http://images.amazon.com/images/P/0849956102.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0849956102.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0849956102.01.LZZZZZZZ.jpg
0849917700,It's Friday But Sunday's Comin' (Contemporary Classics),Anthony Campolo,2002,W Publishing Group,http://images.amazon.com/images/P/0849917700.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0849917700.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0849917700.01.LZZZZZZZ.jpg
0785272844,"In Touch Study Series,the Developing Inner Strength",Charles Stanley,1998,Nelson Books,http://images.amazon.com/images/P/0785272844.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785272844.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785272844.01.LZZZZZZZ.jpg
0806621230,Christian Caregiving: A Way of Life,Kenneth Haugk,1985,Augsburg Fortress Publishers,http://images.amazon.com/images/P/0806621230.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0806621230.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0806621230.01.LZZZZZZZ.jpg
0595011454,Private Wars,Gerald Factor,2000,Writers Club Press,http://images.amazon.com/images/P/0595011454.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0595011454.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0595011454.01.LZZZZZZZ.jpg
0830811281,30 Ways to Wake Up Your Quiet Time!,Pam Farrel,1999,InterVarsity Press,http://images.amazon.com/images/P/0830811281.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0830811281.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0830811281.01.LZZZZZZZ.jpg
0896382559,Welcome to Club Mom: The Adventure Begins,Leslie Lehr Spirson,1991,Compcare Publications,http://images.amazon.com/images/P/0896382559.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0896382559.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0896382559.01.LZZZZZZZ.jpg
0890430594,Consumer Reports 1987 Buying Guide Issue,Consumer Reports,1986,Consumer Reports Books,http://images.amazon.com/images/P/0890430594.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0890430594.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0890430594.01.LZZZZZZZ.jpg
0890435863,Consumer Reports 1993 Buying Guide Issue,Consumer Reports,1992,Consumer Reports Books,http://images.amazon.com/images/P/0890435863.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0890435863.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0890435863.01.LZZZZZZZ.jpg
0553210610,Tess of the d'Urbervilles,Thomas Hardy,1981,Bantam,http://images.amazon.com/images/P/0553210610.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553210610.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553210610.01.LZZZZZZZ.jpg
0553211137,Great Expectations,Charles Dickens,1982,Bantam,http://images.amazon.com/images/P/0553211137.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553211137.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553211137.01.LZZZZZZZ.jpg
0345247183,Hound of Baskervilles,Doyle Conan,1975,Not Avail,http://images.amazon.com/images/P/0345247183.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345247183.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345247183.01.LZZZZZZZ.jpg
0425053075,Back Doctor,Hamilton Hall,1982,Berkley Publishing Group,http://images.amazon.com/images/P/0425053075.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425053075.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425053075.01.LZZZZZZZ.jpg
0345298144,7 Per Cent Solutn,Meyer,1981,Not Avail,http://images.amazon.com/images/P/0345298144.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345298144.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345298144.01.LZZZZZZZ.jpg
0140463259,The Runner's Handbook (Penguin Handbooks),Bob Glover,1978,Penguin Books Ltd,http://images.amazon.com/images/P/0140463259.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140463259.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140463259.01.LZZZZZZZ.jpg
